name,text
"TOMS Shoes, LLC","{""page"":{""type"":""TOMS One Column Page""},""countryCode"":""US"",""language"":""en"",""user"":{""loggedIn"":false},""country"":""United States""}
Transparency in Supply Chains
The California Transparency in Supply Chains Act of 2010 (Cal. Civ. Code 1714.43 and Cal. Rev. Tax Code 19547.5) was designed to ensure that manufacturers and large retailers provide consumers with information regarding their efforts to eradicate slavery and human trafficking from their supply chains, to educate consumers on how to purchase goods produced by companies that responsibly manage their supply chains, and thereby, to improve the lives of victims of slavery and human trafficking.
Slavery and human trafficking are issues that TOMS has always taken very seriously; we have a zero-tolerance policy towards these issues, as further described below. Our global supply chain staff actively manage and oversee our supply chain to ensure that our corporate responsibility standards are upheld.
TOMS therefore makes the following disclosures pursuant to the California Transparency in Supply Chains Act:
TOMS is committed to fair labor practices within our supply chain. While we do not implement a formal process to verify the entities in our supply chain, TOMS does require that all of its manufacturers and material suppliers certify that they will comply with our Supplier Code of Conduct, which prohibits slavery and human trafficking.
TOMS conducts annual audits of its manufacturers and material suppliers via a third-party independent auditor. All audits are conducted during a two-week window of which the manufacturer and material supplier are advised, though the manufacturer and material supplier do not know the precise date on which the audit will occur during that two-week window. TOMS also conducts internal audits from time to time. Corrective action plans are created after each audit, whether independent or internal, and follow-up visits are conducted to monitor and ensure that corrective actions are taken. Evidence of slavery or human trafficking is a zero-tolerance violation, and TOMS would immediately move to terminate a manufacturer or material supplier if such evidence was found.
TOMS requires its manufacturers and suppliers to certify that they, and any third parties from whom they purchase materials, will comply with all applicable labor regulations in the country in which they operate, as well as with TOMS' Supplier Code of Conduct and TOMS’ Code of Business Practices.
TOMS has put in place a Code of Business Practices that it expects all employees and contractors to comply with and which prohibits working with any suppliers that use any form of forced or trafficked labor, including slavery and human trafficking. Employees and contractors are asked to report any violation of this Code of Business Practices to TOMS’ Legal Department, which will then investigate and take any and all appropriate and necessary steps.
Although TOMS does not currently provide specialized training on slavery and human trafficking to its supply chain staff, we require that all employees comply with our policies, including our Code of Business Practices which mandates the prevention of slavery and human trafficking within our supply chain.
Connect with TOMS
Please enter a valid email address.
You need a browser that supports iframes to use this feature.
ABOUT TOMS
"
"The Lauridsen Group, Inc. through its Essentia Proteins businesses ","Protein solutions that give you texture improvement, purge reduction, cleaner labels and the ability to reduce sodium levels without using ingredients that sound like a chemistry textbook.
Taste & Flavor
Protein solutions that offer a finishing touch to your consumer brand – an improved taste and umami in your soup, gravy or seasoning blend.
Request access
Please fill in the from below, and we’ll get back to you as soon as possible.
Request access
We’ll get back to you as soon as possible.
Login
Use your email and password to log in, if you already have been granted access.
Enter your email address and we’ll send you a link to restore your password.
Continue login
Cancel reset
California Supply Chain Transparency Act Disclosure
The California Transparency in Supply Chains Act of 2010 requires large manufacturers and retailers doing business in the State of California to disclose efforts to eradicate slavery and human trafficking from their supply chains.
Essentia Protein Solutions (the “Company”) is committed to ensuring that our supply chain reflects our respect for human rights.  We fully support efforts to combat, prohibit, and prevent human trafficking and slavery.  In support of this philosophy and in compliance with the California Transparency in Supply Chains Act of 2010 (SB 657), the Company states as follows:
1. Verification.  The Company conducts periodic evaluations of its supply chain.  Large suppliers in the US, Europe and other developed countries are considered to be low risk for violating slavery and human trafficking laws.  The Company has not employed a third party for verification. 
2. Audit.  The Company expects all suppliers to follow all applicable laws in the jurisdictions where they do business and we depend on our suppliers to audit their businesses for compliance.  Because of the overall low risk in the supply chain of the entities under our control, we do not currently audit suppliers for compliance.
3. Certification.  The Company does not require suppliers to certify that products are made in compliance with the laws regarding human trafficking and slavery of the countries in which they are doing business; however, we will consider this option if it is determined a vendor is considered to be high risk.  If we suspect a supplier is involved in these activities, we will conduct an inquiry and take corrective action where appropriate.
4. Accountability.  Company employees managing procurement and supply chain matters are required to seek agreement from relevant suppliers regarding the supplier’s compliance with applicable laws.
5. Training.  The Company provides training to all supply chain personnel regarding their role in preventing human trafficking and slavery as well as identification of risk.
Headquarters
Ankeny, IA 50021, USA
"
Bar-S Foods Co.,"                                         Bar-S Foods Disclosure under the California
                                             Transparency in Supply Chains Act
Effective January 1, 2012, the California Transparency in Supply Chains Act of 2010 (the “Act”) requires
retailers and manufacturers doing business in the State of California to disclose the efforts they are taking
to eradicate slavery and human trafficking from their supply chains.
Bar-S Foods Co. and its affiliates Sigma Foods, LLC, Sigma Processed Meats, LLC, and Mexican Cheese
Producers, Inc. (collectively, the “Bar-S Companies”) are committed to treating all employees lawfully and
to maintaining proper labor practices. The Bar-S Companies fully support the goals of the Act and are
committed to purchasing ingredients and products from suppliers that share these commitments.
The Act requires the Bar-S Companies to make the following disclosure:
1. Verification
In their supplier agreements, the Bar-S Companies require each supplier to abide by all applicable laws and
regulations of the country or countries in which they are doing business. The Bar-S Companies not only
seek the best suppliers in terms of their quality, competiveness and reliability, but also their adherence to
human rights and ethical labor practices. The Bar-S Companies have not engaged a third party for
verification.
2. Supplier Audits
The Bar-S Companies reserve the right to audit supplier compliance. The Bar-S Companies have not
engaged a third party to conduct independent, unannounced audits.
3. Certification
The Bar-S Companies require their direct suppliers to provide written acknowledgement that the materials
incorporated into their products comply with all applicable laws and regulations of the country or countries
in which they are doing business.
4. Internal Accountability
Among the core values of the Bar-S Companies are integrity, honesty, and respect. Through the hiring,
training and management of employees of the Bar-S Companies we strive to enforce these values every
day, ensuring that every person in our family of companies is treated fairly and with respect.
5. Training
The Bar-S Companies plan to institute a module into our training programs to ensure that all employees
having direct responsibility for supply chain management understand and comply with the Act.
"
The Segerdahl Corporation DBA SG360°,"The California Transparency in Supply Chains Act requires retailers and manufacturers doing business in California to publicly disclose their efforts to eliminate slavery and human trafficking from their supply chains.
The Segerdahl Corp DBA SG360° has a long-standing commitment to high standards of ethical conduct and compliance with applicable laws. It is our expectation our suppliers also conduct themselves in this manner. We expect our suppliers to obey the laws requiring them to treat their workers in a fair manner and to provide these workers with a healthy and safe work environment.
Verification
SG360° continually evaluates our suppliers on issues of quality, cost and service. SG360° does not have a formal process to verify the risks of human trafficking and slavery within our national supply chain. SG360° is mindful of the geographic regions of the world where such risks are elevated and have determined we are at a low risk for purchasing from vendors engaged in human trafficking or slavery.
Audits
SG360° does not conduct audits of suppliers to evaluate supplier compliance with SG360° standards for trafficking and slavery in supply chains. SG360° retains the right to conduct announced audits on our suppliers in the event such activities are suspected and/or to suspend activity with suppliers, where applicable.
Certifications
Currently, we do not require our direct suppliers to certify they comply with anti-slavery and human trafficking laws in the country or countries in which they do business.
Accountability
Upon hire, SG360° requires all new employees to sign a Statement of Understanding acknowledgement demonstrating they have read, understood and accept as an SG360° employee the SG360° Code of Conduct and SG360° polices. The Code of Conduct includes official recognition the employee will comply with all applicable government laws, rules and regulations. Human trafficking and slavery are violations of such laws and would constitute a violation of the Code of Conduct. Such a violation could result in disciplinary action against the employee.
Training
SG360° does not provide employees or suppliers with training on human trafficking and slavery.
STAY IN TOUCH
Sign up to receive the IDEAS360º quarterly issue and be the first to know about product and service updates.
Sign Up
EXPLORE SG360º
©2015 SG360º, a Segerdahl company. All rights reserved.
"
HARMONIC INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS DELAWARE HARMONIC INC.,"May 03,  2016
 
 
Supplier Code of Conduct, including Human Trafficking and Slavery
Harmonic is committed to responsible business practices and ensures that the conditions in the supply chain are safe, that workers are treated with dignity and respect, and the practices are environmentally friendly.
Harmonic suppliers are expected to operate in full compliance with the laws, rules, and regulations of the countries in which they operate. Additionally, the suppliers are expected to comply with the internationally recognized standards in order to advance social and environmental responsibility.
Harmonic endorses a Supplier Code of Conduct based on the guidelines set by the  Electronics Industry Code of Conduct (EICC) . The  Harmonic Supplier Code of Conduct  includes a prohibition on human trafficking and slavery outlined in the California Transparency in Supply Chains Act of 2010 or  CA SB 657 .
Harmonic employees and management who are directly responsible for supply chain management are trained on the Supplier Code of Conduct and are involved in its implementation. Harmonic has defined internal accountability standards and procedures for employees, contractors and suppliers who fail to meet requirements of the Harmonic Supplier Code of Conduct.
Harmonic communicate requirements outlined in the Supplier Code of Conduct to its direct suppliers every 2 years since 2013. Harmonic also provides training material to employees, contractors & suppliers on the Harmonic Supplier Code of Conduct.
The Harmonic Supplier Code of Conduct requires direct suppliers to certify that the materials incorporated into Harmonic products comply with the laws regarding slavery and human trafficking of the countries in which they operate in.
Harmonic conducted assessments in year 2013 & 2015 of its primary suppliers to verify the actual or potential risks of slavery and human trafficking occurrences. Based on compliance score from assessment, Harmonic conducts audit & put improvement plan together with suppliers who fail to demonstrate satisfactory compliance level with Harmonic Supplier Code of Conduct. Harmonic has not yet engaged any independent third parties to verify these conclusions regarding its supply chain.
Harmonic intends to conduct the business only with those suppliers that commit to the compliance with the Harmonic Supplier Code of Conduct.
Harmonic Contact:
Charles Bonasera
 
"
Gene Holding LLC,"Share
GE is committed to ensuring that our supply chain reflects our values and respect for human rights.
To fulfill this commitment, GE’s Spirit & Letter policy states: “GE’s relationships with suppliers are based on lawful, efficient and fair practices. We expect our suppliers to obey the laws that require them to treat workers fairly, provide a safe and healthy work environment, and protect environmental quality.”  GE’s Supplier Expectations govern all facets of the Company’s relationships with suppliers, and include specific prohibitions against forced, prison or indentured labor as well as against subjecting workers to any form of compulsion, coercion or human trafficking.
Read our full disclosure here . This disclosure applies to all consolidated GE affiliates that are California taxpayers subject to the California Transparency in Supply Chains Act.
Learn more about GE’s Supplier Responsibility Program and Supplier Expectations .
GE (NYSE: GE) is the world’s Digital Industrial Company, transforming industry with software-defined machines and solutions that are connected, responsive and predictive. GE is organized around a global exchange of knowledge, the ""GE Store,"" through which each business shares and accesses the same technology, markets, structure and intellect. Each invention further fuels innovation and application across our industrial sectors. With people, services, technology and scale, GE delivers better outcomes for customers by speaking the language of industry. www.ge.com
Worldwide Partners
"
"Global Brass and Copper, Inc.","California Transparency in Supply Chains Act - CA SB 657
Global Brass and Copper Holdings, Inc. and its subsidiaries and affiliates (GBC) believes in and is dedicated to the eradication of slavery and human trafficking.  GBC complies with the laws in the countries in which we operate.  We expect that our direct suppliers also comply with the laws, related to slavery andhuman trafficking, of their respective countries.   We use a risk-based approach to determine the level of verification; auditing; certification; internal accountability; and, training that are required.   GBC has an ethics code to which its employees must adhere or face disciplinary action.  We expect our suppliers to maintain and enforce similar ethics codes.
Our Companies
"
Bissell Homecare Inc,"Get free shipping on any order over $40! Learn More
Free Shipping on Any Order Over $40!
Place any order over $40 on bissell.com, and your entire purchase will ship free!
No coupon code required.
Uh-oh!
Looks like you clicked on a link that is broken or no longer available.
Here are some links that might help:
Or, you can Search for what you need.
If you still can't find what you're looking for, please contact us so we can help:
Sorry for the inconvenience!
Life Inspired Cleaning Innovations™
"
Georgia-Pacific Consumer Operations LLC,"Verification
At Georgia-Pacific, we recognize the critical role we play in making products that improve lives and offer better solutions than other alternatives. Doing so sustainably requires that we balance the social, environmental and economic benefits and risks of our products, including how they are sourced, manufactured and used. Suppliers play a key role in our efforts to ensure that we manage our global supply chain in a sustainable way.
Direct Supplier Certification
Georgia-Pacific's commitment to ensuring that its supply chain is maintained in a socially responsible way includes, an expectation that suppliers not use forced labor in any of its forms, including human trafficking and slavery, to produce the products they provide to Georgia-Pacific.  These expectations are set out in the Georgia-Pacific Code of Conduct and the  Georgia-Pacific Supplier Sustainability Guidelines.   In addition, contracts with our suppliers obligate them to produce the products that we buy in a way that complies with applicable laws and regulations; at this time, however, Georgia-Pacific does not require suppliers to certify that they are in compliance.
Supplier Audits and Accountability Standards
To monitor compliance with the expectations of the Georgia-Pacific Supplier Sustainability Guidelines, Georgia-Pacific itself, instead of a third party vendor, assesses a number of its more than 30,000 suppliers. On an annual basis, suppliers are selected using a risk-based approach; supplier participation in this process is mandatory.
The three-stage assessment process includes a review of supplier responses to a detailed request for information. If during this review, Georgia-Pacific identifies any concerns or supplier responses require clarification, the supplier is moved into stage two, which includes a conference call or other meeting with that supplier to address the concern or clarification. If the issue cannot be resolved at this stage, the supplier is moved to stage three, which may include a supplier site audit. Depending on the nature of the concerns involved, these site audits may be unannounced. Failure to meet the Georgia-Pacific Supplier Sustainability Guidelines may result in discontinuation of the supplier relationship.
Training on Human Trafficking and Slavery
Since implementing this assessment process, Georgia-Pacific has educated its procurement organization and others in the organization on this process and the Supplier Sustainability Guidelines. Further educational efforts regarding these expectations may include face-to-face meetings, web-based seminars and computer-based training, and will focus on how employees can assist Georgia-Pacific in mitigating risks within its supply chain.
"
Georgia Pacific Panel Products LLC,"Verification
At Georgia-Pacific, we recognize the critical role we play in making products that improve lives and offer better solutions than other alternatives. Doing so sustainably requires that we balance the social, environmental and economic benefits and risks of our products, including how they are sourced, manufactured and used. Suppliers play a key role in our efforts to ensure that we manage our global supply chain in a sustainable way.
Direct Supplier Certification
Georgia-Pacific's commitment to ensuring that its supply chain is maintained in a socially responsible way includes, an expectation that suppliers not use forced labor in any of its forms, including human trafficking and slavery, to produce the products they provide to Georgia-Pacific.  These expectations are set out in the Georgia-Pacific Code of Conduct and the  Georgia-Pacific Supplier Sustainability Guidelines.   In addition, contracts with our suppliers obligate them to produce the products that we buy in a way that complies with applicable laws and regulations; at this time, however, Georgia-Pacific does not require suppliers to certify that they are in compliance.
Supplier Audits and Accountability Standards
To monitor compliance with the expectations of the Georgia-Pacific Supplier Sustainability Guidelines, Georgia-Pacific itself, instead of a third party vendor, assesses a number of its more than 30,000 suppliers. On an annual basis, suppliers are selected using a risk-based approach; supplier participation in this process is mandatory.
The three-stage assessment process includes a review of supplier responses to a detailed request for information. If during this review, Georgia-Pacific identifies any concerns or supplier responses require clarification, the supplier is moved into stage two, which includes a conference call or other meeting with that supplier to address the concern or clarification. If the issue cannot be resolved at this stage, the supplier is moved to stage three, which may include a supplier site audit. Depending on the nature of the concerns involved, these site audits may be unannounced. Failure to meet the Georgia-Pacific Supplier Sustainability Guidelines may result in discontinuation of the supplier relationship.
Training on Human Trafficking and Slavery
Since implementing this assessment process, Georgia-Pacific has educated its procurement organization and others in the organization on this process and the Supplier Sustainability Guidelines. Further educational efforts regarding these expectations may include face-to-face meetings, web-based seminars and computer-based training, and will focus on how employees can assist Georgia-Pacific in mitigating risks within its supply chain.
"
Mettler-Toledo,"Information re: Transparency in Supply Chain Act                          METTLER TOLEDO
METTLER TOLEDO abides by all applicable laws, rules and regulations. Recently, the State
of California enacted the Transparency in Supply Chains Act. The following information
sets forth the actions METTLER TOLEDO is taking to uphold human rights in its Supply
Chain.
METTLER TOLEDO abides by the principles of ethical behavior as set forth in its Code of
Conduct for all employees (see www.mt.com/sustainability). In addition, METTLER
TOLEDO’s Business Partner Code of Conduct details METTLER TOLEDO’s commitment to
conduct its business ethically, legally and in a socially responsible manner with regard to all
of its business relationships. We expect the same commitment from our business partners,
including those in our Supply Chain.
The METTLER TOLEDO Business Partner Code of Conduct requires that each of our
business partners commit to the creation of safe working conditions and a healthy work
environment for all of their workers (see www.mt.com/businesspartner). Specifically,
METTLER TOLEDO’s Business Partner Code of Conduct requires that our business partners
be committed to uphold the human rights of workers and employ them according to working
laws and regulations. We require our business partners to create and maintain an
environment where all of their employees are treated with dignity and respect. Further, our
business partners must provide a work environment free from coercion and harassment. Our
business partners cannot use child labor, or forced, indentured or involuntary labor, and
illegal human trade or trafficking for commercial exploitation is forbidden. Our business
partners must also commit to a workforce free of discrimination in hiring and employment
practices.
METTLER TOLEDO’s Ethical, Social and Quality Standards further establish our strong
commitment in the area of human rights. Specifically, these Ethical, Social and Quality
Standards set forth METTLER TOLEDO’s support and respect of universal human rights,
particularly of its workers, business partners and the communities within which it operates.
These Ethical, Social and Quality Standards can be accessed via our Business Partner
Portal (www.mt.com/businesspartner).
METTLER TOLEDO’s Global Terms and Conditions of Purchase contain a provision
requiring Suppliers to comply with all laws, regulations and standards and further establish
METTLER TOLEDO’s right to conduct Supplier audits (see www.mt.com/supplierportal).
These Global Terms and Conditions of Purchase, which are referenced on all purchase
orders issued by our facilities throughout the world, also require Suppliers to comply with the
METTLER TOLEDO Business Partner Code of Conduct. Additionally, more detailed
requirements and analysis on this topic are conducted with select Suppliers via master
purchase agreements and on-site process audits.
Contact
Any questions or suggestions related to this information can be addressed through the
contact form available on www.mt.com/businesspartner-contact.
Mettler-Toledo International Inc.                 1                                      January 2012
"
"Trinity Industries, Inc.","                                     TRINITY INDUSTRIES, INC.
California Transparency in Supply Chains Act of 2010
Corporate Disclosure
Throughout the history of Trinity Industries, Inc. (""we,"" ""us“ and our “Company”), we have built a
reputation of honesty, trust and integrity by being committed to the highest ethical standards,
which we base on our Core Values that are vital to our reputation and success. Because our
business success is closely related to our reputation, it is up to us to protect that reputation. Our
Code of Business Conduct and Ethics (our “Code”) and Core Values can be viewed on the
Investor Relations Section of our Website.
Under the California Transparency in Supply Chains Act of 2010 (the ""Act""), we are required to
disclose certain efforts we take to help eradicate slavery and human trafficking in our direct
supply chain for the products that we sell. We are subject to the Act because we do business in
California and meet certain revenue requirements specified in the Act. However, we believe that
the nature of our business, products, and suppliers present minimal risk of slavery and human
trafficking in our supply chain.
We are committed to compliance with all governmental laws, rules and regulations applicable to
our operations, including, but not limited to, fair employment practices and compliance with
equal employment opportunity, safe and healthful work environment, equitable treatment of
employees, and all other employment laws in the United States and other countries where we
manufacture our products or source products through our supply chain. We expect all
employees and suppliers to conduct themselves in compliance therewith. Employees are to
avoid any activity that could lead to our Company’s involvement, or the involvement of our
assets or personnel, in any unlawful practice. Slavery and human trafficking are illegal and not
permitted by our Code.
Our employees, including those involved in our supply chain, are held to the high standards
required by our Code. We require select employees and contractors to participate in training
on, and to verify compliance with, our Code each year. Further, we are currently considering
options for trafficking- and slavery-specific training with online modules.
While we perform periodic audits of supplier compliance with our agreements, these audits do
not presently include audits or written certifications of legal compliance specifically regarding
human trafficking and slavery. We are investigating, through our Manufacturing Center of
Excellence, the addition of audits and written certifications of suppliers surrounding human
trafficking and slavery.
Lastly, in accordance with our Code, all employees are held accountable for reporting in good
faith (anonymously if necessary) any perceived violations of laws, rules, regulations or the Code
to our Trinity Integrity HelpLine at 1-877-TRN-Line, submitting a report on
www.trinityintegrity.com, or communicating directly with Trinity’s Chief Legal Officer at 2525 N.
Stemmons Freeway, Dallas, Texas 75207.
                                                                                     Version: May 14, 2015
     2525 N. STEMMONS FREEW AY • DALLAS, TEXAS 75207 • POST OFFICE BOX 568887 • DALLAS, TEXAS 75356 -8887
                                      (214) 631-4420 • FA X (214) 589 -8501
"
"Knoll, Inc. d/b/a North America Knoll, Inc.","""Today, Knoll continues to focus on three key environmental areas: climate change; third-party certification and design for the environment, which sets standards for environmentally-responsible materials, products and processes. And we are continuing to set industry-leading standards for sustainable design.""
– Andrew Cogan, Knoll CEO
 
Each year Knoll sponsors an Environmental, Health and Safety Art Contest at the Upper Perkiomen Middle School in East Greenville, PA. Some of the winning entries, chosen by professional artists, illustrate this page.
Related Content
Knoll and Sustainable Design
Sustainability is a process that embodies a vision for the future. It is measured by what is sometimes called “the triple bottom line”—the social, economic and environmental outcomes of business on people, economic competitiveness and the natural world.
 
Climate Change
We work on meaningful approaches to conserve energy, promote the use of renewable energy sources and divert waste from landfill. Through our Energy Management Program we have established an energy baseline for manufacturing processes; energy conservation techniques; a framework for evaluating energy reduction opportunities; guidelines for capital investments in energy projects; energy pricing and supply risk reduction protocols; programs to increase energy efficiency in Knoll products; and a transportation energy reduction program.
Our investment since 2004 in energy efficiency initiatives and infrastructure has topped $3.0 million. Following our success in reducing greenhouse gas emissions at our manufacturing facilities, exceeding our goal by 23%, we have redefined our carbon reduction strategy and joined the Carbon Disclosure Project, which commits to further reductions and public disclosure.
Climate Change Continued
Our carbon disclosure reduction strategy focuses on many elements: product design in tandem with lifecycle assessment (LCA) methodology to aid in the selection of materials; facilities design with concert with LEED® guidelines in constructing, renovating and retrofitting facilities; and supply chain metrics for CO2 reduction against processing steel, processing wood and assembling products.
Energy conservation and recovery programs complement these activities. These conservation initiatives include lighting upgrades, lighting controls and process/equipment improvements. On the production end, we achieve energy recovery by diverting organic waste, primarily wood, that is not recyclable from landfill to energy-from-waste facilities.
Third Party Certification
We have been an industry pioneer in advocating and submitting our products for independent third party certification. We believe that respected third parties provide the most impartial and trustworthy foundation for broad compliance.
Our partner programs include: USGBC (US Green Building Council): LEED (Leadership in Environmental Design); FSC® (Forest Stewardship Council); SMaRT© (Sustainable Materials Rating Technology) from MTS (Market Transformation to Sustainability); level® certification, a BIFMA (the Business and Institutional Furniture Manufacturer’s Association) program certified by Scientific Certification Systems (SCS);ISO 14001 (International Organization for Standardization); and OSHA (Occupational Safety and Health Administration).
Knoll and level®
The level standard is a voluntary product standard developed by BIFMA, the Business and Institutional Furniture Manufacturer’s Association, to support safe, healthy and sustainable workplace environments. The program establishes prerequisites, requires third party certification including audits of manufacturing plants and mandates annual reviews to maintain certifications. Certification is awarded at three levels: Entry level 1 (32-44 points); level 2 (45-62 points) and level 3 (63 -90 points).
We submit our products for level 3 certification, the highest rating, and we are proud that we have achieved level 3 certification for all of our principal workplace product lines.
Open Plan and Private Office Furniture: Antenna Workspaces, AutoStrada, Dividends Horizon, Equity, Morrison, Reff Profiles
Seating: Chadwick, Generation by Knoll, Life, Moment, ReGeneration by Knoll, MultiGeneration by Knoll
Knoll and FSC®
The Forest Stewardship Council® (FSC) is the international standard setting organization for defining and measuring a well-managed forest and providing traceability though a chain of custody certification. Knoll FSC certification (FSC® C028824) ensures that Knoll products bearing the FSC mark are manufactured with wood from forests that protect environmental, social and economic values. FSC principles represent the industry’s most rigorous standards of forest stewardship.
Our FSC Certified Standard Program covers all general office plan open systems, casegoods and tables, with the exception of certain products from the KnollStudio Collection. The standard applies to the core of all Knoll products with laminate and domestic cherry, maple, oak and walnut.
Knoll and SMaRT©
SMaRT (Sustainable Materials Rating Technology) from MTS (Market Transformation to Sustainability) is a comprehensive sustainability standard covering areas. The standard encompasses Public Health and Environment; Renewable Energy and Energy Efficiency; Bio-based or Recycled Materials and Innovations in Manufacturing.
Knoll has achieved SMaRT certifications for the Generation family of chairs; Chadwick, Life and Moment chairs as well as Calibre storage and Template workplace furniture.
Knoll and Full Circle®
Full Circle is an exclusive resource recovery program developed with ANEW, a non-profit organization dedicated to extending the life cycle of surplus furniture, fixtures and equipment (FF&E), architectural materials, and building assets in an economically, socially and environmentally responsible way.
We have completed 36 Full Circle projects, diverting over 1700 tons of used furniture and other items from landfill through matches to community charities, recycling and energy from-waste. Projects range from a major financial institution, to a large beverage company, to a major utility company,as well as universities and municipalities.
 
Design for the Environment
In everything we design and manufacture, we focus on environmentally responsible materials, products and – and we build the infrastructure to strategically support sustainability in all aspects of our operation.
Our product design and development activities are governed by Knoll Design for the Environment (DFE) policies and procedures, including a Product Commercialization process in which stringent SMaRT criteria are embedded. DFE requires a product to meet target environmental standards relating to materials, material content and production processes. Additionally, documentation is required for materials on post-consumer and post-industrial recycled contents.
All Knoll products undergo Life Cycle Assessments (LCAs) during design and development to measure potential environmental impacts. We structure our LCA process in three phases: Cradle-to-Gate, which looks at supply chain inputs; Gate-to-Gate, which looks at our wood, metal and assembly processes; and Gate-to-Grave, which looks at what happened to a product at the end of its useful life.
"
"North American Stainless, G. P.","find a sales rep
Get in touch with the NAS sales rep nearest you to learn how we can effectively address your stainless steel needs.
Acerinox Group companies, including North American Stainless, are committed to fair employment practices and complying with employment law at all its operations including those prohibiting child or forced labor. Acerinox Group periodically evaluates the risk that its product supply chains may involve human trafficking and slave labor using internal resources rather than third parties. Acerinox Group does not at the present time believe that a substantial risk exists that its product supply chains involve human trafficking or slave labor. Accordingly, Acerinox Group does not currently (1) engage in verification of product supply chains to evaluate and address risks of human trafficking and slavery; (2) conduct audits of suppliers to evaluate supplier compliance with standards for trafficking and slavery in supply chains; (3) require direct suppliers to certify that materials incorporated in to our products comply with the laws regarding slavery and human trafficking of the countries in which Acerinox Group does business; (4) maintain internal accountability standards and procedures for employees or contractors failing to meeting standards regarding slavery and human trafficking; or  (5) provide training regarding human trafficking and slavery to employees and management having direct responsibility for supply chain management. This statement is made in compliance with the California Transparency in Supply Chains Act of 2010 and is not directed nor is it to be interpreted under any other law or regime.
"
"R. A. Phillips Industries, Inc., dba ""Phillips Industries""","Phillips Industries, Inc., unreservedly supports international efforts to combat human trafficking, slavery and forced labor, including those represented by the California Transparency in Supply Chains Act, and has accordingly instituted the following policies:
Verification: At least once annually Phillips Industries’ purchasing personnel shall require each of its direct suppliers to represent and warrant in a writing certified by a responsible officer of such supplier that the supplier is generally knowledgeable as to the laws governing human trafficking, slavery and forced labor in the jurisdictions in which the supplier manufactures any products supplied to Phillips Industries, and that such supplier at all times has been and shall remain in full and complete compliance with all such laws.
Audit: Phillips Industries does not conduct audits of its suppliers in respect to the subject matter of the California Transparency in Supply Chains Act, either directly or through third parties.
Certifications: At least once annually Phillips Industries’ purchasing personnel shall require each of its direct suppliers to represent and warrant in a writing certified by a responsible officer of such supplier that to the best of such supplier’s knowledge after due inquiry all secondary suppliers of materials to such supplier (which materials the supplier has incorporated or shall incorporate into products ultimately sold to Phillips Industries) at all times has acted and shall act in full and complete compliance with all applicable laws governing human trafficking, slavery and forced labor.
Accountability: Phillips Industries, Inc. shall at all times fully and completely comply with all applicable laws and regulations governing human trafficking, slavery and forced labor.  Any personnel of Phillips Industries, Inc., found to have breached the policies here stated shall be subject to disciplinary action, including, if warranted, discharge.  Any outside contractor performing services for Phillips Industries, Inc. found to have breached the foregoing policy shall be subject to immediate termination.
 
PHILLIPS USA: 12070 BURKE STREET, SANTA FE SPRINGS, CALIFORNIA 90670 (800)423-4512
PHILLIPS MEXICO: 32 CARRETERA SALTILLO - ZACATECAS KM 4.5 SALTILLO, COAHUILA, MEXICO 25315
PHILLIPS OHIO: CINCINNATI 9289 MERIDIAN WAY, WEST CHESTER, OH 45069 (800)423-4512
PHILLIPS CANADA: 2495 MEADOWPINE BLVD., UNIT 3 MISSISSAUGA, ON L5N 6C3 (800)814-1975
PHILLIPS CHINA: NO.935 BAI’AN ROAD INTERNATIONAL AUTOMOBILE CITY, ANTING, SHANGHAI 201805, CHINA  
PHILLIPS THE NETHERLANDS: NIKKELSTRAAT 4 1411 AJ NAARDEN THE NETHERLANDS +31 (0) 35 6941921
Feedback
Please use this form to give us feedback on our website.                         If this is a sales or customer service related issue please contact us.
Subject:
Questions/Comments/Suggestions:
  
  ?
 
Phillips Survey
Take Our Survey & Receive a Free Car Charger with Dual USB Ports!
We are constantly looking for new and innovative ways to improve our product offerings and services to our customers.                 Please help us by taking this quick survey!  As a token of our appreciation, we will send a free car charger with dual USB ports to everyone that completes the survey.  Don’t miss out on this great opportunity!
Customer  
"
"Flowserve US, Inc.","Get a Quote For a Product
Product quotes can be obtained from an authorized Flowserve representative or distributor. You can use our Sales and Support Locator to find the nearest Flowserve representative.
Follow us on :
"
